occurrence_id,reported_timestamp,arrival_timestamp,resolved_timestamp,occurrence_category,occurrence_subcategory,priority,applicant_name,applicant_role,latitude,longitude
019b19c2-8464-7b4d-9eaa-9c96f88ebb86,1765652936.932638,,1765652937.118938,fire,flood,high,USER v5ieiC,developer,88.40227847975005,38.05995509396761
019b19c2-8462-7f3f-a7f3-8e5511a0257c,1765652936.930866,,1765652937.11824,medic_emergency,comercial,high,USER qw3D9A,sargeant,87.56516406510177,52.50959985021496
019b19c2-8461-71f6-90a5-e74ca7cabd1c,1765652936.929049,,1765652937.117539,other,collision,low,USER ZatKvA,analyst,40.71174846276702,19.823760413315828
019b19c2-845e-7f05-8413-a8fed29b19c5,1765652936.926847,,1765652937.116829,other,vehicle,low,USER IpCC8Y,sargeant,29.4131293589885,94.43079513247316
019b19c2-845c-7fad-9bd0-e63f3b647319,1765652936.924914,,,medic_emergency,tree_crash,medium,USER f0nnTJ,sargeant,49.63711794255351,52.292233861771194
019b19c2-845b-7376-930f-7b544ab4ee8c,1765652936.923147,,1765652937.114894,medic_emergency,tree_crash,high,USER Lyws24,admin,55.58614454880474,80.51257393397381
019b19c2-8459-7773-8bf4-78593ff866e6,1765652936.921392,,,medic_emergency,vehicle,medium,USER lp4JbV,firefighter,93.2786587421916,16.037971867231903
019b19c2-8457-7b6a-b070-a2c482a564ef,1765652936.919647,,,other,collision,low,USER pid48N,analyst,31.139189015334978,6.823952540672806
019b19c2-8455-7c7a-ab69-b1d6736d1359,1765652936.917704,,,fire,comercial,low,USER jpmDQM,developer,87.1362610590913,81.94456152059941
019b19c2-8454-71bd-a931-0ff8e6a8c5b1,1765652936.916029,,1765652937.112026,medic_emergency,tree_crash,high,USER 7L_cQG,firefighter,0.6890597180804203,64.98006959918833
019b19c2-8452-76d9-939d-467c47fa5583,1765652936.914352,,1765652937.111308,fire,serious_injury,low,USER pX1WAo,captain,30.50018244268885,87.96374550209597
019b19c2-8450-7ab3-982b-cbc1b0dc1842,1765652936.912598,,,traffic_accident,residential,high,USER fF0JkG,admin,18.575704107910383,98.43637133539826
019b19c2-844e-767e-9342-1469822541d5,1765652936.910312,,,other,vehicle,high,USER cX4X43,captain,68.72651832103091,1.3355398941569674
019b19c2-844c-767d-8c06-54be544b4715,1765652936.908332,,1765652937.109081,traffic_accident,intoxication,low,USER K5TuYN,developer,60.17714766029021,74.5221980935655
019b19c2-844a-71d4-bbaf-6697c15c183b,1765652936.906049,,,other,collision,medium,USER kXAOLy,developer,14.528952960247333,16.7113892401511
019b19c2-8447-7cf6-99fd-ebdce1c6f25b,1765652936.903733,,,other,pre_hospital_care,high,USER gfEuKi,developer,80.89189458249568,13.355600747537533
019b19c2-8445-779e-b0af-fa2c4ffda034,1765652936.901411,,,medic_emergency,serious_injury,low,USER wTPX7W,sargeant,94.49980911823641,8.268915747768336
019b19c2-8443-731e-8e2d-2085e8fb3eb1,1765652936.899134,,1765652937.105785,other,heart_stop,low,USER -2288Q,analyst,7.459903148600899,98.92672191082677
019b19c2-8441-78d5-8710-a5e62a03f949,1765652936.897491,,1765652937.105107,traffic_accident,flood,high,USER FEQWAK,firefighter,95.72996134558329,73.52188763966508
019b19c2-843f-7e4f-9534-2d16f7c06585,1765652936.895831,,1765652937.104413,traffic_accident,flood,high,USER FHQ3S8,firefighter,26.704765014291677,88.90733894690878
019b19c2-843e-7422-8631-c651ff83b871,1765652936.894196,,1765652937.103734,medic_emergency,injured_animal,low,USER 0dQpTH,firefighter,71.31506771358758,10.00499751904308
019b19c2-843c-7892-b431-efeafa7441e6,1765652936.892451,,,other,intoxication,medium,USER 32uPjb,sargeant,86.36271170722368,80.22269034791434
019b19c2-843a-726e-a9e9-b35d43548e7a,1765652936.890089,,,traffic_accident,flood,medium,USER JGvsRq,admin,94.25345219805212,54.31590346628319
019b19c2-8438-75ed-b4e0-3f9fbd9e8eca,1765652936.888285,,,fire,serious_injury,low,USER CUSqv8,developer,83.0004925675947,86.12152506395854
019b19c2-8436-7887-b722-435a8be8d734,1765652936.88647,,1765652937.100983,medic_emergency,seizure,high,USER gfEuKi,developer,45.6718990848905,3.2750344680670063
019b19c2-8434-7ecb-b929-8e182b350913,1765652936.884861,,,fire,run_over,medium,USER 4WBa06,sargeant,56.95377292931853,89.86851220545368
019b19c2-8433-7322-bec4-f1f2e3a4d4e1,1765652936.88313,,,medic_emergency,rollover,medium,USER wt8Lj3,analyst,86.5556451302839,3.412408079642948
019b19c2-8431-7946-8aa5-91787c80ac2e,1765652936.881512,,,medic_emergency,vegetation,low,USER 8fRg6m,admin,57.0042131365367,15.086542243394208
019b19c2-842f-7d9c-8f77-074242159ed3,1765652936.879784,,,traffic_accident,seizure,low,USER rDVEtX,developer,84.63337871995894,2.5509990565075413
019b19c2-842e-7284-bc17-e8f8e7077f99,1765652936.87808,,,medic_emergency,pre_hospital_care,medium,USER JedmFp,firefighter,74.4483331431295,62.54243509457812
019b19c2-842c-7723-bd38-6891f179fbb2,1765652936.876369,,1765652937.096811,other,collision,medium,USER SRCvxf,sargeant,42.310252168154015,37.702039727381866
019b19c2-8429-7747-b72e-d7577189a34a,1765652936.87337,,,traffic_accident,flood,high,USER W_MZ26,analyst,86.42727574036958,91.50513658382168
019b19c2-8427-7acf-a74f-ba51a9592844,1765652936.87159,,,other,collision,medium,USER jhdgLW,sargeant,12.45294878407266,5.406373464001401
019b19c2-8425-7715-905e-9d61201614a2,1765652936.869376,,,other,collision,high,USER rYjWJq,captain,86.33264804353183,18.558835913708982
019b19c2-8423-7af6-a707-43e6a4c92f2a,1765652936.867621,,,other,collision,low,USER VXNP2L,admin,94.61376340059782,87.82238457312948
019b19c2-8421-7f3b-9c03-609d8984d081,1765652936.865884,,1765652937.093191,other,heart_stop,high,USER JTyHJ3,admin,96.23612395621463,71.66907956657155
019b19c2-8420-71ac-b5c3-21439fa31627,1765652936.863983,,1765652937.09242,traffic_accident,vegetation,low,USER dE_PMb,sargeant,81.1308415676855,23.280496890981162
019b19c2-841d-7e2e-8423-eb48917860e4,1765652936.861793,,1765652937.091665,other,motorcycle_crash,low,USER a7Haa8,captain,90.07894611726034,60.2629045345759
019b19c2-841b-7bd4-8415-7f2e36169ae6,1765652936.859637,,1765652937.090929,medic_emergency,seizure,low,USER cx1hyf,developer,46.0491146280158,10.495974447826562
019b19c2-8419-7ce3-a57b-054801bf1aa9,1765652936.857728,,1765652937.090168,traffic_accident,heart_stop,low,USER um-qiS,sargeant,50.07368194506303,1.0409079286600953
019b19c2-8417-7f00-becd-f03797351174,1765652936.855872,,1765652937.089397,traffic_accident,pre_hospital_care,high,USER abS1jM,admin,93.8220036465657,17.475341597940808
019b19c2-8416-72f0-9fed-f0f0d3377382,1765652936.854116,,1765652937.088667,fire,intoxication,high,USER JgVkQj,admin,1.6492863454386053,85.88125904193504
019b19c2-8414-7808-bbb5-a746d590f0e7,1765652936.852418,,1765652937.087929,other,serious_injury,low,USER HXvBXX,analyst,32.30634198084291,7.606701889185419
019b19c2-8412-7be3-b444-080f8ce34bc7,1765652936.850675,,,medic_emergency,tree_crash,high,USER G60L1D,sargeant,42.94021285105154,89.81404709171848
019b19c2-8411-703b-872f-57e4df42468d,1765652936.848946,,1765652937.086271,traffic_accident,motorcycle_crash,high,USER DtP3KZ,admin,37.262814855464384,75.87146777380323
019b19c2-840e-7ac1-aa87-a8b43ad01517,1765652936.846591,,1765652937.085554,medic_emergency,injured_animal,high,USER iloetY,firefighter,93.11639576136594,72.21478107157965
019b19c2-840c-7b78-a950-756bbe73e5e1,1765652936.84461,,,other,run_over,medium,USER GxgaA3,developer,2.2124657565806283,8.471540313567449
019b19c2-840a-78a4-929c-d11bf4cf95e3,1765652936.842442,,,traffic_accident,heart_stop,medium,USER 4-MVum,sargeant,34.00832365269382,73.35403107797262
019b19c2-8408-77f2-91fd-f7a5448e5daa,1765652936.840407,,,medic_emergency,injured_animal,high,USER A7yyvV,analyst,45.26442843166958,23.575806000209653
019b19c2-8406-7a3b-a5fa-1b86e8445a6c,1765652936.838578,,,other,vehicle,medium,USER 9nSNDT,analyst,23.82637960203532,34.16831390921998
019b19c2-8405-704e-8a7a-90728bda898f,1765652936.836946,,1765652937.08168,traffic_accident,rollover,medium,USER lp4JbV,firefighter,7.139758781497186,94.28696314972731
019b19c2-8403-75c0-8d4c-d8a405024903,1765652936.835287,,,other,heart_stop,medium,USER 0YmQhF,sargeant,14.609236888564215,45.14925648366679
019b19c2-8401-7b7c-b550-a12c514321f0,1765652936.833647,,1765652937.079973,traffic_accident,comercial,medium,USER zVlvcE,firefighter,32.72870830278081,81.86131219252111
019b19c2-83ff-7fba-8abe-dc35cf5cbab3,1765652936.831908,,1765652937.078951,medic_emergency,flood,high,USER xd6_m9,sargeant,2.988954289092449,22.06366790037062
019b19c2-83fe-750a-981e-85f61a2229cf,1765652936.83025,,1765652937.07794,other,seizure,high,USER qtDGSo,sargeant,24.272728112645968,39.20816541685483
019b19c2-83fc-7958-a901-91432356da37,1765652936.828512,,1765652937.077012,medic_emergency,run_over,high,USER Z-o5fF,firefighter,63.19726607242164,52.493222905796664
019b19c2-83fa-77a0-8f99-c12c51cec801,1765652936.82636,,1765652937.075872,medic_emergency,motorcycle_crash,medium,USER UDyyt3,sargeant,19.558617139587042,44.82210346102096
019b19c2-83f7-7ba2-a7e3-ee5f159deb37,1765652936.823656,,1765652937.074712,fire,intoxication,medium,USER UDAyAR,sargeant,65.86534144523007,51.79937864728531
019b19c2-83f6-718b-8d71-27adcea44659,1765652936.822036,,1765652937.073859,medic_emergency,collision,high,USER mGclkh,developer,21.702586862431705,87.74516249981782
019b19c2-83f4-77d4-a4d5-783b00a37241,1765652936.820419,,1765652937.07302,other,vehicle,low,USER -DnVb5,sargeant,27.121730379509902,59.002111448123195
019b19c2-83f2-7d06-83bc-54d99ac50133,1765652936.818749,,1765652937.072313,traffic_accident,flood,low,USER aKzWrx,analyst,65.56009779800233,40.13913233202886
019b19c2-83f1-72ee-b57c-bb8c4ca766e7,1765652936.81712,,,other,serious_injury,high,USER 1NnKmi,admin,96.94386748654902,34.90053854457654
019b19c2-83ef-7737-83e1-c9df20a613f0,1765652936.815383,,1765652937.07085,traffic_accident,seizure,medium,USER eynmmb,analyst,86.31231101071967,53.407417474970096
019b19c2-83ed-7c0f-8ec3-4079d6b9095a,1765652936.813681,,,traffic_accident,tree_crash,high,USER DqfkhH,captain,23.036564038151607,35.55980118044659
019b19c2-83ec-717f-a073-2dee983d2fba,1765652936.812002,,1765652937.069367,medic_emergency,injured_animal,low,USER 9nSNDT,analyst,35.37399854044933,79.00336112398591
019b19c2-83ea-74f8-afde-e263eeb64281,1765652936.810242,,1765652937.068589,other,seizure,high,USER 9UhjOj,analyst,85.31415432005454,77.28138241087869
019b19c2-83e8-73a2-98ef-4cf33e405e05,1765652936.808162,,,fire,injured_animal,medium,USER oi0UNf,developer,55.42838640912805,74.86435391878372
019b19c2-83e6-77bf-ae6f-bf6bd13e950c,1765652936.80642,,1765652937.066803,traffic_accident,flood,high,USER ldo5MB,analyst,26.736153435019116,37.16021670259957
019b19c2-83e4-7d29-ae64-0018bf629a75,1765652936.804747,,,other,rollover,high,USER ELkNm2,firefighter,59.48320021443444,2.9687820999119707
019b19c2-83e2-7e0e-95b1-a0602168052c,1765652936.802815,,,other,tree_crash,medium,USER bl3Va-,developer,26.25876239867616,99.55375368125027
019b19c2-83e1-72d6-a272-0cbc1efefcf2,1765652936.801112,,,fire,tree_crash,high,USER 9WjNog,developer,65.09547015748812,49.04064834738846
019b19c2-83df-77a9-b446-db7bc3413c65,1765652936.799408,,,medic_emergency,intoxication,medium,USER YVP7cE,developer,5.233286783353163,11.414775540871137
019b19c2-83dd-7d95-83ff-73873024e652,1765652936.797778,,,medic_emergency,injured_animal,high,USER gfEuKi,developer,0.457864578799394,49.31340632365541
019b19c2-83dc-72a3-a02a-9082e9db3b3b,1765652936.796061,,1765652937.061723,traffic_accident,residential,high,USER --ThcG,captain,31.29961980461432,46.016079408454466
019b19c2-83da-76ab-a908-19985e2518b1,1765652936.79435,,1765652937.060885,other,tree_crash,low,USER Pv-wVg,analyst,60.384210831897256,84.81542038706034
019b19c2-83d8-7930-b963-aee4104cc165,1765652936.792488,,,traffic_accident,flood,medium,USER yUgvuF,firefighter,64.4196013363254,2.263277547705611
019b19c2-83d6-76df-8ad7-cc588979bb49,1765652936.790366,,,other,vegetation,low,USER ZzlbEb,sargeant,20.232087270641774,15.688340524529265
019b19c2-83d4-7277-acea-cde817a1c9fc,1765652936.788031,,1765652937.057672,traffic_accident,flood,low,USER _dljz2,captain,87.20777201999877,20.178369276996712
019b19c2-83d1-7cc7-aeac-b23cc0511fb8,1765652936.785721,,,medic_emergency,vegetation,medium,USER A7yyvV,analyst,40.93874594806379,37.38344460168802
019b19c2-83cf-78f4-90e7-9ff23020d84c,1765652936.783482,,,other,tree_crash,low,USER bVEWmA,developer,89.88563873539792,71.50153240864736
019b19c2-83cc-7e1c-971d-2984042092a8,1765652936.780794,,1765652937.055546,medic_emergency,collision,high,USER 4p3v9P,analyst,9.988600256534108,74.10919560564615
019b19c2-83ca-7e7f-8d19-c02fbfabe93d,1765652936.77876,,1765652937.054845,medic_emergency,rollover,high,USER LkNVUa,developer,95.27125009662241,19.36365645313767
019b19c2-83c8-7743-be9f-6976bc20fcf7,1765652936.776361,,,fire,residential,high,USER ycY_sn,firefighter,34.66509821763444,56.26107638270218
019b19c2-83c6-792e-b91e-57328bfdf604,1765652936.774502,,1765652937.053352,medic_emergency,injured_animal,low,USER tP4eEX,sargeant,45.34391579432252,11.113120246351816
019b19c2-83c4-7e04-9b94-a7d9c437834e,1765652936.772798,,,medic_emergency,run_over,high,USER eQzXKW,analyst,44.641072156833,75.71216777642874
019b19c2-83c3-7247-ac51-fed5c7e47ab6,1765652936.771078,,,other,residential,low,USER eT66J6,captain,63.2781323265742,61.0170833685678
019b19c2-83c1-7782-b0e6-d5ef565a22fc,1765652936.769405,,,fire,vegetation,low,USER W_MZ26,analyst,22.706374021415122,93.0260961320026
019b19c2-83bf-7c2d-8a65-ceaac0a89df0,1765652936.767686,,1765652937.050435,fire,rollover,low,USER cukLB_,captain,16.442097753500672,51.26819639209587
019b19c2-83bd-73d6-9f87-15992a534234,1765652936.765162,,1765652937.049696,other,collision,medium,USER cqbq03,admin,72.33903195087693,34.579712694268615
019b19c2-83bb-786d-8dfe-c9f325974c52,1765652936.763455,,,traffic_accident,pre_hospital_care,low,USER HZXzpy,analyst,72.2933613067359,83.85344678711135
019b19c2-83b9-7d27-95c8-31ad1fb6bf58,1765652936.761751,,1765652937.04818,medic_emergency,tree_crash,high,USER eZxDH-,captain,58.47826684270736,11.495753751648973
019b19c2-83b8-70b5-9ddb-0dfa2a3464f4,1765652936.759974,,,medic_emergency,residential,high,USER McHS89,sargeant,2.3171108665043127,79.78698498069755
019b19c2-83b6-735c-8dda-83a8b342ee1e,1765652936.758136,,,fire,vegetation,low,USER PbfjrB,analyst,94.00827577393517,56.4122349676775
019b19c2-83b4-78a3-b590-e00022616504,1765652936.756462,,1765652937.045479,other,run_over,low,USER YVP7cE,developer,10.346450859652734,57.374093613586375
019b19c2-83b2-7e87-b30d-5df4e116fdc5,1765652936.754838,,,traffic_accident,injured_animal,high,USER 0v45Mw,firefighter,38.18849006588366,4.836656691533092
019b19c2-83b1-73af-96a7-2ea1f955c1d1,1765652936.753167,,1765652937.043379,traffic_accident,vegetation,medium,USER 2hvwVx,sargeant,31.724539018280808,26.98143258775556
019b19c2-83af-788c-8e5d-2aac0ec9df05,1765652936.751454,,,traffic_accident,injured_animal,medium,USER lktDHS,analyst,70.4091378351858,9.473171071352438
019b19c2-83ad-7d19-a13b-937bfa32504e,1765652936.749741,,,traffic_accident,flood,high,USER -xcuAe,admin,2.8110430010702125,14.245668549170908
019b19c2-83ab-7f22-92a2-ff3a50f6bf16,1765652936.74785,,,other,motorcycle_crash,high,USER ACApy4,developer,3.9228212148909924,80.65961575332945
019b19c2-83a9-7d5c-a21f-dc1f76779f49,1765652936.745754,,1765652937.040139,medic_emergency,vehicle,high,USER J8m38s,firefighter,49.679519621222425,12.733190843915953
019b19c2-83a7-7a91-8cb1-ac576aefd6e2,1765652936.743588,,1765652937.039424,other,motorcycle_crash,high,USER TD68Qd,captain,87.07925256276877,31.539833291473375
019b19c2-83a5-78df-8960-98cf82e7889a,1765652936.741489,,,fire,tree_crash,high,USER Y6nudv,sargeant,84.69763087252852,95.25115954455777
019b19c2-83a3-7d6f-a6e7-493e2aadc8b6,1765652936.739764,,,traffic_accident,pre_hospital_care,medium,USER mGclkh,developer,30.363399948289583,93.0952688863597
019b19c2-83a2-7265-8a88-8512119244f4,1765652936.738084,,1765652937.037293,traffic_accident,seizure,high,USER aKq36x,captain,3.2431677358415123,74.22157328097602
019b19c2-83a0-7722-8b94-70a7efaeb32a,1765652936.736382,,1765652937.03657,traffic_accident,collision,medium,USER um-qiS,sargeant,57.159302675590006,53.24805672051532
019b19c2-839e-7cf4-be7a-780f35b74870,1765652936.734728,,1765652937.035851,traffic_accident,seizure,low,USER e2FMZG,sargeant,34.311282817817776,58.98893825990207
019b19c2-839d-716d-84d7-e73ee5057fa7,1765652936.733013,,1765652937.035132,fire,rollover,low,USER KHd4aH,firefighter,32.86941012153888,36.89772484837934
019b19c2-839b-73ee-b861-1b47f13bb73d,1765652936.731159,,,traffic_accident,comercial,medium,USER G19Mf_,firefighter,86.20685736584961,14.287865406499833
019b19c2-8398-7da1-bc9e-ea6c94162cb6,1765652936.728783,,,traffic_accident,collision,medium,USER 2sm-lK,captain,96.01525345117909,15.946303757281422
019b19c2-8396-7c62-ab4b-a63729ae7e6a,1765652936.726672,,1765652937.032881,fire,intoxication,low,USER --ThcG,captain,29.307171663531772,46.23063321249996
019b19c2-8394-7a66-bf5d-43a8e03214d4,1765652936.724577,,,medic_emergency,intoxication,medium,USER jgr_S0,sargeant,11.346168675269775,80.40246265743363
019b19c2-8392-7f7c-99f1-f506dd8fa41b,1765652936.72285,,1765652937.031442,medic_emergency,tree_crash,low,USER e8zoeP,firefighter,88.19001526030009,22.569408503643164
019b19c2-8391-7409-84c4-5d55562a3fb9,1765652936.721186,,1765652937.030722,other,pre_hospital_care,low,USER J8G-Dg,firefighter,72.03675736531429,63.34115891753866
019b19c2-838f-77f4-b8d1-f6553e058ee0,1765652936.719421,,1765652937.029968,traffic_accident,pre_hospital_care,high,USER AZ6d73,firefighter,94.08425003458791,15.26551186186258
019b19c2-838d-7b8e-a8db-41815e8e1491,1765652936.717653,,1765652937.029163,traffic_accident,collision,medium,USER CCjtdu,sargeant,15.300892477710226,66.27861235486952
019b19c2-838b-7e3f-8e9e-db4ec5dfa6ca,1765652936.715809,,,medic_emergency,residential,high,USER Ge4xyR,developer,83.83493430491403,97.01702845169726
019b19c2-8389-77a4-a34b-dd4e3292f3bb,1765652936.713395,,1765652937.027255,other,serious_injury,high,USER HOHxqD,firefighter,98.17141517411196,74.77690920887899
019b19c2-8387-773f-a66d-641837155db9,1765652936.711374,,,medic_emergency,comercial,high,USER kc49fl,developer,98.21641989484166,14.22707902902205
019b19c2-8385-7559-9059-031de2e35ded,1765652936.709231,,,other,collision,medium,USER c2gn8i,firefighter,79.18340385759183,3.81536523090491
019b19c2-8383-7757-99b4-bb6ec2ed1e11,1765652936.707366,,1765652937.025001,traffic_accident,comercial,high,USER jhdgLW,sargeant,99.84269204627846,15.919497202952048
019b19c2-8381-7359-840e-539c1a0400f6,1765652936.705134,,,medic_emergency,seizure,high,USER 8Tq-gG,captain,57.284621447735475,78.04269207841513
019b19c2-837f-761c-8d36-1b7f34f989d2,1765652936.70329,,1765652937.023571,other,vegetation,low,USER dE_PMb,sargeant,27.134576080737105,97.48462099760282
019b19c2-837d-7c15-9a6a-c7a2d9bc3203,1765652936.701689,,1765652937.022885,traffic_accident,run_over,medium,USER ok5Un0,analyst,47.227713158662056,69.61843624237271
019b19c2-837b-7eb7-b52e-9d742d0996c1,1765652936.699831,,1765652937.022182,other,run_over,low,USER A_fInh,analyst,6.599905479809321,63.23656774476641
019b19c2-837a-7301-ab32-c0db1f7b0311,1765652936.698118,,,traffic_accident,motorcycle_crash,medium,USER drrz-x,captain,0.29710304779451135,58.12313873189285
019b19c2-8378-784a-9dc1-f5c8ed9d9744,1765652936.696442,,1765652937.020052,medic_emergency,intoxication,low,USER bhLyTd,firefighter,81.74072502507444,61.866413671901284
019b19c2-8376-732e-8487-189423b21f8f,1765652936.69411,,,medic_emergency,vehicle,high,USER 3-MRnd,captain,77.71486804365469,62.5692626358703
019b19c2-8374-76dc-a59d-15da9514af9b,1765652936.69236,,,traffic_accident,serious_injury,high,USER gOOztE,analyst,38.94962643520432,48.12329813854264
019b19c2-8372-7895-980e-c9a9ee1f2af2,1765652936.690466,,1765652937.016983,fire,injured_animal,high,USER u3geQ_,firefighter,83.21101223988451,76.74504007516315
019b19c2-8370-7dea-b83e-a5e179749587,1765652936.688793,,,medic_emergency,pre_hospital_care,low,USER 1NnKmi,admin,55.594812709932754,20.936665451122504
019b19c2-836f-71d3-8876-812b0d184b11,1765652936.687042,,,fire,rollover,medium,USER -DnVb5,sargeant,81.49294261070635,15.530412894808876
019b19c2-836d-767f-b134-0e4e9264cb93,1765652936.685338,,1765652937.013804,other,collision,low,USER oi0UNf,developer,71.98019347668883,92.53629191795774
019b19c2-836b-7740-8ddb-d04b023262ea,1765652936.683377,,,medic_emergency,serious_injury,high,USER jhdgLW,sargeant,89.92404338302805,32.795763967807446
019b19c2-8369-7856-8f82-dab07a928dea,1765652936.681395,,,other,tree_crash,low,USER IRz0fx,firefighter,75.88278782509035,30.536910699915186
019b19c2-8367-773f-898e-e2816894ea63,1765652936.679363,,1765652937.010947,fire,residential,high,USER JTyHJ3,admin,31.083470187501128,91.80881445366295
019b19c2-8365-73e4-b5c6-9360528fca8e,1765652936.677131,,,traffic_accident,motorcycle_crash,medium,USER Za6STZ,admin,55.172049752570594,68.62210779596082
019b19c2-8363-71c4-9062-46c9ebe45ee3,1765652936.675047,,1765652937.009109,other,rollover,low,USER lp4JbV,firefighter,72.04584466124487,52.48181726114267
019b19c2-8361-7736-98b9-973d9c138b55,1765652936.67338,,,medic_emergency,pre_hospital_care,medium,USER 0NFBIY,captain,27.006827906055932,32.546386790055756
019b19c2-835f-7adc-890e-9b246100139c,1765652936.671599,,,traffic_accident,seizure,medium,USER FZmYiM,analyst,69.88598013209845,17.196126725186055
019b19c2-835d-7e7e-8f9f-8e54bd092ea7,1765652936.669827,,1765652937.00687,other,run_over,medium,USER U5fdxK,admin,63.67147704508359,89.22244210515021
019b19c2-835b-75a4-9b18-b6ea9d7eeb0c,1765652936.667274,,,other,vegetation,medium,USER XCbccS,sargeant,1.5618425671406588,28.21231604276133
019b19c2-8359-704c-8325-cebe82a76035,1765652936.664943,,1765652937.005477,other,vehicle,low,USER YhkvWi,captain,66.86571976703378,29.070886105938143
019b19c2-8356-7b95-9a39-8cbc47688192,1765652936.662656,,1765652937.004764,traffic_accident,flood,medium,USER v5ieiC,developer,94.29531494669511,53.198318554336275
019b19c2-8354-751a-ad82-c507657899cc,1765652936.660238,,1765652937.004036,other,motorcycle_crash,high,USER IaQWsZ,firefighter,9.244061760715748,1.0536932825643053
019b19c2-8352-75ee-a760-122c0d10852d,1765652936.658303,,,traffic_accident,serious_injury,low,USER kYD8YV,analyst,86.33948588727502,64.87730984330923
019b19c2-8350-79b2-a751-1f5f454ddf9a,1765652936.65653,,1765652937.002576,fire,flood,high,USER _jlf6q,admin,59.43551531398404,12.768738091139175
019b19c2-834e-7d64-ba04-b864ca5b4158,1765652936.654756,,,other,comercial,low,USER iZOVvK,firefighter,89.36821867546986,97.07127418220065
019b19c2-834c-7649-917b-02c3cb5941ca,1765652936.65232,,,traffic_accident,vehicle,low,USER YVP7cE,developer,54.22082223554911,75.40963659089284
